space,day,time,poi,tid,label
27.772768 -82.64843,Saturday,349,205034,82960,2868
27.772768 -82.64843,Saturday,909,205034,82960,2868
27.759672 -82.678685,Wednesday,733,190035,82960,2868
27.759672 -82.678685,Wednesday,926,190035,82960,2868
27.759672 -82.678685,Wednesday,954,190035,82960,2868
27.759672 -82.678685,Wednesday,987,190035,82960,2868
27.772768 -82.64843,Thursday,718,205034,82966,2868
27.772768 -82.64843,Thursday,1047,205034,82966,2868
27.772768 -82.64843,Thursday,1420,205034,82966,2868
27.772768 -82.64843,Friday,672,205034,82966,2868
27.739981 -82.70786,Saturday,833,585098,82966,2868
27.739981 -82.70786,Saturday,848,585098,82966,2868
27.772768 -82.64843,Sunday,141,205034,82966,2868
27.772768 -82.64843,Sunday,433,205034,82966,2868
27.772768 -82.64843,Sunday,478,205034,82966,2868
27.772768 -82.64843,Sunday,1019,205034,82966,2868
27.772768 -82.64843,Monday,1399,205034,82966,2868
27.772768 -82.64843,Tuesday,25,205034,82966,2868
27.772768 -82.64843,Tuesday,86,205034,82966,2868
27.772768 -82.64843,Wednesday,1361,205034,82966,2868
50.846597 4.352775,Thursday,846,623497,82970,2868
48.87423 2.342183,Friday,1032,527955,82970,2868
48.87423 2.342183,Friday,1317,527955,82970,2868
48.87423 2.342183,Friday,1319,527955,82970,2868
48.87423 2.342183,Friday,1331,527955,82970,2868
48.87423 2.342183,Friday,1334,527955,82970,2868
48.87423 2.342183,Saturday,994,527955,82970,2868
48.87423 2.342183,Sunday,53,527955,82970,2868
48.87423 2.342183,Sunday,277,527955,82970,2868
29.980067 -95.323563,Sunday,1225,481460,82970,2868
27.772768 -82.64843,Monday,117,205034,82970,2868
27.772768 -82.64843,Monday,775,205034,82970,2868
27.772768 -82.64843,Monday,932,205034,82970,2868
27.772768 -82.64843,Monday,952,205034,82970,2868
27.777354 -82.635565,Monday,971,512468,82970,2868
27.777354 -82.635565,Tuesday,847,512468,82970,2868
27.777354 -82.635565,Tuesday,953,512468,82970,2868
27.772768 -82.64843,Wednesday,679,205034,82970,2868
27.772768 -82.64843,Wednesday,721,205034,82970,2868
27.772768 -82.64843,Wednesday,1326,205034,82970,2868
27.772768 -82.64843,Wednesday,1346,205034,82970,2868
27.772768 -82.64843,Thursday,733,205034,82973,2868
27.772768 -82.64843,Thursday,790,205034,82973,2868
27.777354 -82.635565,Thursday,1254,512468,82973,2868
27.777354 -82.635565,Thursday,1275,512468,82973,2868
27.772768 -82.64843,Friday,248,205034,82973,2868
27.772768 -82.64843,Friday,1046,205034,82973,2868
27.772768 -82.64843,Friday,1158,205034,82973,2868
27.777354 -82.635565,Friday,1231,512468,82973,2868
27.772768 -82.64843,Friday,1261,205034,82973,2868
27.772768 -82.64843,Saturday,857,205034,82973,2868
27.772768 -82.64843,Saturday,904,205034,82973,2868
27.772768 -82.64843,Saturday,941,205034,82973,2868
27.772768 -82.64843,Sunday,47,205034,82973,2868
27.772768 -82.64843,Sunday,174,205034,82973,2868
27.772768 -82.64843,Monday,1335,205034,82973,2868
27.772768 -82.64843,Tuesday,216,205034,82973,2868
27.772768 -82.64843,Tuesday,1281,205034,82973,2868
27.772768 -82.64843,Tuesday,1395,205034,82973,2868
53.545558 -113.532346,Tuesday,337,625691,148968,6205
53.563868 -113.610599,Tuesday,1332,526061,148968,6205
53.550136 -113.468712,Wednesday,105,721048,148968,6205
53.545558 -113.532346,Wednesday,1007,625691,148968,6205
53.545558 -113.532346,Wednesday,1336,625691,148968,6205
53.50252 -113.362851,Thursday,60,452244,148968,6205
53.545558 -113.532346,Thursday,429,625691,148968,6205
53.563868 -113.610599,Thursday,1004,526061,148968,6205
53.545558 -113.532346,Friday,601,625691,148968,6205
53.550136 -113.468712,Sunday,231,721048,148968,6205
53.545558 -113.532346,Sunday,465,625691,148968,6205
53.545558 -113.532346,Tuesday,392,625691,148971,6205
53.563868 -113.610599,Tuesday,990,526061,148971,6205
53.545558 -113.532346,Wednesday,123,625691,148971,6205
53.563868 -113.610599,Wednesday,1245,526061,148971,6205
53.545558 -113.532346,Thursday,409,625691,148971,6205
53.563868 -113.610599,Thursday,989,526061,148971,6205
53.545558 -113.532346,Friday,233,625691,148971,6205
53.563868 -113.610599,Friday,1245,526061,148971,6205
53.545558 -113.532346,Saturday,262,625691,148971,6205
53.550136 -113.468712,Sunday,150,721048,148971,6205
53.545558 -113.532346,Monday,179,625691,148971,6205
53.563868 -113.610599,Monday,980,526061,148971,6205
42.358431 -71.059773,Friday,759,707804,171208,7226
40.714269 -74.005973,Friday,890,711586,171208,7226
40.714269 -74.005973,Saturday,737,711586,171208,7226
40.714269 -74.005973,Sunday,884,711586,171208,7226
42.358431 -71.059773,Sunday,1422,707804,171208,7226
42.358431 -71.059773,Tuesday,1001,707804,171208,7226
42.31566 -71.101755,Wednesday,651,102339,171208,7226
42.358431 -71.059773,Wednesday,1088,707804,171208,7226
42.31566 -71.101755,Thursday,24,102339,171208,7226
42.358431 -71.059773,Thursday,46,707804,171208,7226
42.358431 -71.059773,Thursday,81,707804,171208,7226
42.358431 -71.059773,Friday,638,707804,171214,7226
42.340208 -71.088998,Friday,763,478883,171214,7226
42.358431 -71.059773,Friday,946,707804,171214,7226
42.340188 -71.089646,Friday,1033,104885,171214,7226
42.358431 -71.059773,Friday,1038,707804,171214,7226
42.358431 -71.059773,Friday,1264,707804,171214,7226
42.358431 -71.059773,Saturday,643,707804,171214,7226
42.358431 -71.059773,Saturday,772,707804,171214,7226
42.31566 -71.101755,Saturday,1026,102339,171214,7226
42.358431 -71.059773,Saturday,1234,707804,171214,7226
42.358431 -71.059773,Saturday,1268,707804,171214,7226
42.314793 -71.104616,Sunday,763,355281,171214,7226
42.31566 -71.101755,Monday,686,102339,171214,7226
42.340208 -71.088998,Monday,773,478883,171214,7226
42.340188 -71.089646,Monday,985,104885,171214,7226
42.340208 -71.088998,Wednesday,746,478883,171214,7226
42.340188 -71.089646,Wednesday,977,104885,171214,7226
42.340208 -71.088998,Thursday,757,478883,171214,7226
42.340188 -71.089646,Thursday,1045,104885,171214,7226
42.358431 -71.059773,Thursday,1271,707804,171214,7226
41.792222 123.432778,Thursday,137,561493,267411,11300
41.792222 123.432778,Thursday,179,561493,267411,11300
41.792222 123.432778,Thursday,180,561493,267411,11300
41.792222 123.432778,Thursday,254,561493,267411,11300
41.792222 123.432778,Thursday,377,561493,267411,11300
41.792222 123.432778,Thursday,513,561493,267411,11300
41.792222 123.432778,Thursday,640,561493,267411,11300
41.792222 123.432778,Thursday,658,561493,267411,11300
41.792222 123.432778,Friday,164,561493,267411,11300
41.792222 123.432778,Friday,303,561493,267411,11300
41.792222 123.432778,Friday,337,561493,267411,11300
41.792222 123.432778,Friday,408,561493,267411,11300
41.792222 123.432778,Friday,414,561493,267411,11300
41.792222 123.432778,Friday,545,561493,267411,11300
41.792222 123.432778,Friday,669,561493,267411,11300
41.792222 123.432778,Friday,1011,561493,267411,11300
41.792222 123.432778,Saturday,277,561493,267411,11300
41.792222 123.432778,Saturday,327,561493,267411,11300
41.792222 123.432778,Sunday,348,561493,267411,11300
41.792222 123.432778,Sunday,939,561493,267411,11300
41.792222 123.432778,Monday,339,561493,267411,11300
41.792222 123.432778,Monday,365,561493,267411,11300
41.792222 123.432778,Monday,365,561493,267411,11300
41.792222 123.432778,Monday,590,561493,267411,11300
41.792222 123.432778,Tuesday,15,561493,267411,11300
41.792222 123.432778,Tuesday,132,561493,267411,11300
41.792222 123.432778,Tuesday,630,561493,267411,11300
41.792222 123.432778,Tuesday,642,561493,267411,11300
41.792222 123.432778,Wednesday,215,561493,267411,11300
41.792222 123.432778,Wednesday,393,561493,267411,11300
41.792222 123.432778,Wednesday,610,561493,267411,11300
41.792222 123.432778,Wednesday,940,561493,267411,11300
41.792222 123.432778,Thursday,235,561493,267414,11300
41.792222 123.432778,Thursday,491,561493,267414,11300
41.792222 123.432778,Thursday,685,561493,267414,11300
41.792222 123.432778,Thursday,782,561493,267414,11300
41.792222 123.432778,Thursday,1436,561493,267414,11300
41.792222 123.432778,Friday,309,561493,267414,11300
41.792222 123.432778,Friday,617,561493,267414,11300
41.792222 123.432778,Friday,772,561493,267414,11300
41.792222 123.432778,Friday,1006,561493,267414,11300
41.792222 123.432778,Saturday,27,561493,267414,11300
41.792222 123.432778,Saturday,67,561493,267414,11300
41.792222 123.432778,Saturday,77,561493,267414,11300
41.792222 123.432778,Saturday,110,561493,267414,11300
41.792222 123.432778,Saturday,510,561493,267414,11300
41.792222 123.432778,Saturday,635,561493,267414,11300
41.792222 123.432778,Saturday,893,561493,267414,11300
41.792222 123.432778,Saturday,904,561493,267414,11300
41.792222 123.432778,Sunday,88,561493,267414,11300
41.792222 123.432778,Sunday,131,561493,267414,11300
41.792222 123.432778,Sunday,134,561493,267414,11300
41.792222 123.432778,Sunday,174,561493,267414,11300
41.792222 123.432778,Sunday,644,561493,267414,11300
41.792222 123.432778,Sunday,780,561493,267414,11300
41.792222 123.432778,Monday,36,561493,267414,11300
41.792222 123.432778,Monday,190,561493,267414,11300
41.792222 123.432778,Tuesday,657,561493,267414,11300
41.792222 123.432778,Tuesday,676,561493,267414,11300
41.792222 123.432778,Wednesday,61,561493,267414,11300
41.792222 123.432778,Wednesday,104,561493,267414,11300
41.792222 123.432778,Wednesday,859,561493,267414,11300
41.792222 123.432778,Wednesday,891,561493,267414,11300
41.792222 123.432778,Wednesday,915,561493,267414,11300
41.792222 123.432778,Wednesday,940,561493,267414,11300
41.792222 123.432778,Wednesday,949,561493,267414,11300
41.792222 123.432778,Wednesday,993,561493,267414,11300
41.792222 123.432778,Wednesday,997,561493,267414,11300
41.792222 123.432778,Wednesday,1419,561493,267414,11300
41.792222 123.432778,Thursday,49,561493,267416,11300
41.792222 123.432778,Thursday,272,561493,267416,11300
41.792222 123.432778,Thursday,277,561493,267416,11300
41.792222 123.432778,Thursday,453,561493,267416,11300
41.792222 123.432778,Thursday,915,561493,267416,11300
41.792222 123.432778,Thursday,1099,561493,267416,11300
41.792222 123.432778,Friday,1,561493,267416,11300
41.792222 123.432778,Friday,491,561493,267416,11300
41.792222 123.432778,Saturday,56,561493,267416,11300
41.792222 123.432778,Saturday,210,561493,267416,11300
41.792222 123.432778,Saturday,837,561493,267416,11300
41.792222 123.432778,Saturday,848,561493,267416,11300
41.792222 123.432778,Saturday,946,561493,267416,11300
41.792222 123.432778,Sunday,65,561493,267416,11300
41.792222 123.432778,Sunday,300,561493,267416,11300
41.792222 123.432778,Sunday,304,561493,267416,11300
41.792222 123.432778,Sunday,387,561493,267416,11300
41.792222 123.432778,Sunday,697,561493,267416,11300
41.792222 123.432778,Sunday,868,561493,267416,11300
41.792222 123.432778,Monday,96,561493,267416,11300
41.792222 123.432778,Monday,163,561493,267416,11300
41.792222 123.432778,Tuesday,44,561493,267416,11300
41.792222 123.432778,Tuesday,68,561493,267416,11300
41.792222 123.432778,Tuesday,111,561493,267416,11300
41.792222 123.432778,Tuesday,524,561493,267416,11300
41.792222 123.432778,Wednesday,55,561493,267416,11300
41.792222 123.432778,Wednesday,144,561493,267416,11300
41.792222 123.432778,Friday,85,561493,267427,11300
41.792222 123.432778,Friday,468,561493,267427,11300
41.792222 123.432778,Saturday,488,561493,267427,11300
41.792222 123.432778,Saturday,924,561493,267427,11300
41.792222 123.432778,Saturday,932,561493,267427,11300
41.792222 123.432778,Saturday,951,561493,267427,11300
41.792222 123.432778,Monday,73,561493,267427,11300
41.792222 123.432778,Monday,525,561493,267427,11300
41.792222 123.432778,Monday,531,561493,267427,11300
41.792222 123.432778,Monday,919,561493,267427,11300
41.792222 123.432778,Tuesday,12,561493,267427,11300
41.792222 123.432778,Tuesday,190,561493,267427,11300
41.792222 123.432778,Wednesday,49,561493,267427,11300
41.792222 123.432778,Wednesday,502,561493,267427,11300
41.792222 123.432778,Wednesday,563,561493,267427,11300
41.792222 123.432778,Wednesday,929,561493,267427,11300
41.792222 123.432778,Wednesday,930,561493,267427,11300
41.792222 123.432778,Thursday,958,561493,267429,11300
41.792222 123.432778,Thursday,972,561493,267429,11300
41.792222 123.432778,Friday,572,561493,267429,11300
41.792222 123.432778,Friday,891,561493,267429,11300
41.792222 123.432778,Sunday,159,561493,267429,11300
41.792222 123.432778,Sunday,338,561493,267429,11300
41.792222 123.432778,Monday,24,561493,267429,11300
41.792222 123.432778,Monday,225,561493,267429,11300
41.792222 123.432778,Monday,698,561493,267429,11300
41.792222 123.432778,Monday,751,561493,267429,11300
41.792222 123.432778,Tuesday,905,561493,267429,11300
41.792222 123.432778,Tuesday,979,561493,267429,11300
41.792222 123.432778,Wednesday,291,561493,267429,11300
41.792222 123.432778,Wednesday,481,561493,267429,11300
41.792222 123.432778,Wednesday,905,561493,267429,11300
41.792222 123.432778,Wednesday,939,561493,267429,11300
41.792222 123.432778,Thursday,14,561493,267434,11300
41.792222 123.432778,Friday,552,561493,267434,11300
41.792222 123.432778,Friday,622,561493,267434,11300
41.792222 123.432778,Saturday,948,561493,267434,11300
41.792222 123.432778,Sunday,553,561493,267434,11300
41.792222 123.432778,Sunday,653,561493,267434,11300
41.792222 123.432778,Monday,17,561493,267434,11300
41.792222 123.432778,Monday,728,561493,267434,11300
41.792222 123.432778,Tuesday,169,561493,267434,11300
41.792222 123.432778,Tuesday,542,561493,267434,11300
41.792222 123.432778,Tuesday,551,561493,267434,11300
41.792222 123.432778,Tuesday,867,561493,267434,11300
41.792222 123.432778,Tuesday,891,561493,267434,11300
41.792222 123.432778,Wednesday,534,561493,267434,11300
41.792222 123.432778,Wednesday,596,561493,267434,11300
41.792222 123.432778,Wednesday,923,561493,267434,11300
41.792222 123.432778,Wednesday,942,561493,267434,11300
41.792222 123.432778,Wednesday,947,561493,267434,11300
41.792222 123.432778,Thursday,12,561493,267436,11300
41.792222 123.432778,Thursday,158,561493,267436,11300
41.792222 123.432778,Friday,151,561493,267436,11300
41.792222 123.432778,Friday,280,561493,267436,11300
41.792222 123.432778,Friday,284,561493,267436,11300
41.792222 123.432778,Friday,309,561493,267436,11300
41.855833 123.923333,Saturday,43,561653,267436,11300
41.855833 123.923333,Saturday,204,561653,267436,11300
41.855833 123.923333,Saturday,225,561653,267436,11300
41.855833 123.923333,Saturday,502,561653,267436,11300
41.855833 123.923333,Saturday,505,561653,267436,11300
41.855833 123.923333,Saturday,564,561653,267436,11300
41.855833 123.923333,Saturday,666,561653,267436,11300
41.855833 123.923333,Saturday,952,561653,267436,11300
41.855833 123.923333,Sunday,252,561653,267436,11300
41.855833 123.923333,Sunday,319,561653,267436,11300
41.855833 123.923333,Sunday,529,561653,267436,11300
41.855833 123.923333,Sunday,564,561653,267436,11300
41.855833 123.923333,Sunday,570,561653,267436,11300
41.855833 123.923333,Sunday,598,561653,267436,11300
41.855833 123.923333,Sunday,895,561653,267436,11300
41.855833 123.923333,Sunday,917,561653,267436,11300
41.855833 123.923333,Monday,129,561653,267436,11300
41.855833 123.923333,Monday,296,561653,267436,11300
41.855833 123.923333,Monday,621,561653,267436,11300
41.855833 123.923333,Monday,683,561653,267436,11300
41.855833 123.923333,Tuesday,22,561653,267436,11300
41.855833 123.923333,Tuesday,36,561653,267436,11300
41.855833 123.923333,Tuesday,251,561653,267436,11300
41.855833 123.923333,Tuesday,586,561653,267436,11300
41.855833 123.923333,Tuesday,640,561653,267436,11300
41.855833 123.923333,Tuesday,750,561653,267436,11300
41.855833 123.923333,Wednesday,164,561653,267436,11300
41.855833 123.923333,Wednesday,384,561653,267436,11300
41.860678 123.883746,Thursday,114,377997,267440,11300
41.860678 123.883746,Thursday,207,377997,267440,11300
41.860678 123.883746,Thursday,694,377997,267440,11300
41.860678 123.883746,Thursday,722,377997,267440,11300
41.860678 123.883746,Friday,120,377997,267440,11300
41.860678 123.883746,Friday,347,377997,267440,11300
41.860678 123.883746,Saturday,27,377997,267440,11300
41.860678 123.883746,Saturday,290,377997,267440,11300
41.860678 123.883746,Sunday,36,377997,267440,11300
41.860678 123.883746,Sunday,142,377997,267440,11300
41.860678 123.883746,Tuesday,437,377997,267440,11300
41.860678 123.883746,Tuesday,556,377997,267440,11300
41.860678 123.883746,Wednesday,1425,377997,267440,11300
41.860678 123.883746,Saturday,83,377997,267446,11300
41.860678 123.883746,Saturday,277,377997,267446,11300
41.860678 123.883746,Sunday,229,377997,267446,11300
41.860678 123.883746,Sunday,394,377997,267446,11300
41.860678 123.883746,Monday,489,377997,267446,11300
41.860678 123.883746,Monday,511,377997,267446,11300
41.860678 123.883746,Tuesday,18,377997,267446,11300
41.860678 123.883746,Tuesday,792,377997,267446,11300
41.860678 123.883746,Wednesday,11,377997,267446,11300
41.860678 123.883746,Wednesday,546,377997,267446,11300
41.860678 123.883746,Thursday,400,377997,267448,11300
41.860678 123.883746,Friday,580,377997,267448,11300
41.860678 123.883746,Friday,1421,377997,267448,11300
41.860678 123.883746,Friday,1426,377997,267448,11300
41.860678 123.883746,Saturday,25,377997,267448,11300
41.860678 123.883746,Saturday,66,377997,267448,11300
41.860678 123.883746,Sunday,116,377997,267448,11300
41.860678 123.883746,Sunday,204,377997,267448,11300
41.860678 123.883746,Monday,82,377997,267448,11300
41.860678 123.883746,Monday,200,377997,267448,11300
41.860678 123.883746,Monday,299,377997,267448,11300
41.860678 123.883746,Monday,310,377997,267448,11300
41.860678 123.883746,Tuesday,298,377997,267448,11300
41.860678 123.883746,Tuesday,325,377997,267448,11300
41.860678 123.883746,Tuesday,329,377997,267448,11300
41.860678 123.883746,Tuesday,727,377997,267448,11300
41.860678 123.883746,Wednesday,89,377997,267448,11300
39.447832 -119.759806,Tuesday,128,242215,325195,14356
39.447832 -119.759806,Tuesday,188,242215,325195,14356
39.447832 -119.759806,Tuesday,1118,242215,325195,14356
39.447832 -119.759806,Tuesday,1170,242215,325195,14356
39.447832 -119.759806,Wednesday,60,242215,325195,14356
39.447832 -119.759806,Wednesday,130,242215,325195,14356
39.447832 -119.759806,Thursday,11,242215,325195,14356
39.447832 -119.759806,Thursday,25,242215,325195,14356
39.447832 -119.759806,Friday,40,242215,325195,14356
39.447832 -119.759806,Friday,57,242215,325195,14356
39.447832 -119.759806,Saturday,322,242215,325195,14356
39.447832 -119.759806,Sunday,57,242215,325195,14356
39.447832 -119.759806,Sunday,297,242215,325195,14356
39.447832 -119.759806,Monday,964,242215,325195,14356
39.447832 -119.759806,Monday,1243,242215,325195,14356
39.482213 -119.747565,Tuesday,3,233893,325205,14356
39.482213 -119.747565,Tuesday,976,233893,325205,14356
39.482213 -119.747565,Tuesday,981,233893,325205,14356
39.482213 -119.747565,Tuesday,1027,233893,325205,14356
39.482213 -119.747565,Tuesday,1035,233893,325205,14356
39.482213 -119.747565,Tuesday,1307,233893,325205,14356
39.482213 -119.747565,Wednesday,99,233893,325205,14356
39.482213 -119.747565,Wednesday,957,233893,325205,14356
39.482213 -119.747565,Thursday,1170,233893,325205,14356
39.482213 -119.747565,Thursday,1191,233893,325205,14356
39.482213 -119.747565,Thursday,1403,233893,325205,14356
39.482213 -119.747565,Friday,40,233893,325205,14356
39.482213 -119.747565,Monday,1363,233893,325205,14356
41.043889 -73.591111,Friday,1286,319529,325247,14356
41.043889 -73.591111,Saturday,202,319529,325247,14356
41.043889 -73.591111,Saturday,709,319529,325247,14356
41.043889 -73.591111,Sunday,286,319529,325247,14356
41.043889 -73.591111,Sunday,367,319529,325247,14356
41.043889 -73.591111,Monday,682,319529,325247,14356
41.043889 -73.591111,Wednesday,20,319529,325247,14356
41.043889 -73.591111,Wednesday,508,319529,325247,14356
41.043889 -73.591111,Thursday,37,319529,325247,14356
41.043889 -73.591111,Thursday,600,319529,325247,14356
52.81027 -1.600916,Thursday,458,518908,360373,17372
52.81027 -1.600916,Thursday,527,518908,360373,17372
52.81027 -1.600916,Saturday,609,518908,360373,17372
52.81027 -1.600916,Saturday,753,518908,360373,17372
52.81027 -1.600916,Saturday,754,518908,360373,17372
52.81027 -1.600916,Saturday,767,518908,360373,17372
52.81027 -1.600916,Sunday,504,518908,360373,17372
52.81027 -1.600916,Sunday,773,518908,360373,17372
52.81027 -1.600916,Monday,431,518908,360373,17372
52.81027 -1.600916,Monday,868,518908,360373,17372
52.81027 -1.600916,Tuesday,563,518908,360373,17372
52.81027 -1.600916,Tuesday,707,518908,360373,17372
52.81027 -1.600916,Wednesday,448,518908,360373,17372
52.81027 -1.600916,Wednesday,535,518908,360373,17372
52.81027 -1.600916,Thursday,461,518908,360380,17372
52.81027 -1.600916,Thursday,530,518908,360380,17372
52.81027 -1.600916,Friday,1016,518908,360380,17372
52.81027 -1.600916,Friday,1075,518908,360380,17372
52.81027 -1.600916,Saturday,733,518908,360380,17372
52.81027 -1.600916,Saturday,815,518908,360380,17372
52.81027 -1.600916,Sunday,440,518908,360380,17372
52.81027 -1.600916,Sunday,566,518908,360380,17372
52.81027 -1.600916,Sunday,615,518908,360380,17372
52.81027 -1.600916,Sunday,1098,518908,360380,17372
52.81027 -1.600916,Monday,465,518908,360380,17372
52.81027 -1.600916,Monday,540,518908,360380,17372
52.81027 -1.600916,Tuesday,459,518908,360380,17372
52.81027 -1.600916,Tuesday,573,518908,360380,17372
52.81027 -1.600916,Wednesday,466,518908,360380,17372
52.81027 -1.600916,Wednesday,1339,518908,360380,17372
36.32745 -119.645684,Thursday,175,715908,398767,21586
36.32745 -119.645684,Thursday,196,715908,398767,21586
36.32745 -119.645684,Friday,1175,715908,398767,21586
36.32745 -119.645684,Saturday,0,715908,398767,21586
36.32745 -119.645684,Saturday,130,715908,398767,21586
36.32745 -119.645684,Saturday,261,715908,398767,21586
36.32745 -119.645684,Saturday,296,715908,398767,21586
36.747727 -119.772366,Saturday,1389,715835,398767,21586
36.747727 -119.772366,Sunday,26,715835,398767,21586
36.747727 -119.772366,Sunday,58,715835,398767,21586
36.570784 -119.612077,Sunday,239,716709,398767,21586
36.32745 -119.645684,Sunday,273,715908,398767,21586
36.32745 -119.645684,Sunday,377,715908,398767,21586
36.32745 -119.645684,Monday,278,715908,398767,21586
36.32745 -119.645684,Monday,345,715908,398767,21586
36.32745 -119.645684,Monday,1301,715908,398767,21586
36.330228 -119.292058,Tuesday,47,716922,398767,21586
36.207729 -119.347338,Tuesday,90,716866,398767,21586
36.207729 -119.347338,Tuesday,115,716866,398767,21586
36.32745 -119.645684,Tuesday,188,715908,398767,21586
36.300784 -119.782911,Tuesday,935,716115,398767,21586
36.32745 -119.645684,Wednesday,56,715908,398767,21586
36.32745 -119.645684,Wednesday,73,715908,398767,21586
36.32745 -119.645684,Thursday,55,715908,398771,21586
36.32745 -119.645684,Thursday,179,715908,398771,21586
36.300784 -119.782911,Thursday,942,716115,398771,21586
36.300784 -119.782911,Thursday,1254,716115,398771,21586
36.300784 -119.782911,Thursday,1254,716115,398771,21586
36.32745 -119.645684,Friday,136,715908,398771,21586
36.32745 -119.645684,Friday,174,715908,398771,21586
36.32745 -119.645684,Saturday,240,715908,398771,21586
36.32745 -119.645684,Saturday,317,715908,398771,21586
36.330228 -119.292058,Saturday,1167,716922,398771,21586
36.300784 -119.782911,Saturday,1219,716115,398771,21586
36.32745 -119.645684,Saturday,1295,715908,398771,21586
36.32745 -119.645684,Sunday,55,715908,398771,21586
36.32745 -119.645684,Sunday,70,715908,398771,21586
36.32745 -119.645684,Sunday,73,715908,398771,21586
36.300784 -119.782911,Sunday,1058,716115,398771,21586
36.32745 -119.645684,Sunday,1148,715908,398771,21586
36.32745 -119.645684,Sunday,1212,715908,398771,21586
36.32745 -119.645684,Monday,1189,715908,398771,21586
36.32745 -119.645684,Monday,1257,715908,398771,21586
36.32745 -119.645684,Monday,1411,715908,398771,21586
36.32745 -119.645684,Tuesday,330,715908,398771,21586
36.313666 -119.914086,Tuesday,935,246804,398771,21586
36.32745 -119.645684,Wednesday,69,715908,398771,21586
36.32745 -119.645684,Wednesday,202,715908,398771,21586
36.313666 -119.914086,Wednesday,935,246804,398771,21586
-37.883333 145.166667,Tuesday,745,566995,533020,38768
-37.813997 144.963323,Wednesday,24,566732,533020,38768
-37.883333 145.166667,Wednesday,803,566995,533020,38768
-37.813997 144.963323,Thursday,169,566732,533020,38768
-37.813997 144.963323,Thursday,500,566732,533020,38768
-37.883333 145.166667,Thursday,612,566995,533020,38768
-37.813997 144.963323,Thursday,1402,566732,533020,38768
-37.813997 144.963323,Friday,500,566732,533020,38768
-37.889239 145.040629,Friday,555,628418,533020,38768
-37.883333 145.166667,Saturday,73,566995,533020,38768
-37.883333 145.166667,Saturday,292,566995,533020,38768
-37.9 145.1,Sunday,150,566570,533020,38768
-37.883333 145.166667,Sunday,433,566995,533020,38768
-37.813997 144.963323,Monday,752,566732,533020,38768
-37.883333 145.166667,Monday,877,566995,533020,38768
-37.813997 144.963323,Monday,1374,566732,533020,38768
-37.813997 144.963323,Tuesday,1365,566732,533028,38768
-37.883333 145.166667,Wednesday,783,566995,533028,38768
-37.813997 144.963323,Wednesday,1328,566732,533028,38768
-37.883333 145.166667,Thursday,671,566995,533028,38768
-37.813997 144.963323,Thursday,1343,566732,533028,38768
-37.813997 144.963323,Thursday,1414,566732,533028,38768
-37.813997 144.963323,Friday,392,566732,533028,38768
-37.813997 144.963323,Friday,493,566732,533028,38768
-37.889239 145.040629,Friday,763,628418,533028,38768
-37.883333 145.166667,Saturday,400,566995,533028,38768
-37.883333 145.166667,Sunday,583,566995,533028,38768
-37.813997 144.963323,Sunday,1368,566732,533028,38768
-37.813997 144.963323,Monday,207,566732,533028,38768
-37.883333 145.166667,Monday,729,566995,533028,38768
-37.883333 145.166667,Thursday,340,566995,533031,38768
-37.883333 145.216667,Thursday,470,566235,533031,38768
-37.883333 145.166667,Thursday,627,566995,533031,38768
-37.813997 144.963323,Thursday,1366,566732,533031,38768
-37.813997 144.963323,Friday,504,566732,533031,38768
-37.883333 145.166667,Friday,547,566995,533031,38768
-37.883333 145.166667,Friday,713,566995,533031,38768
-37.883333 145.166667,Friday,713,566995,533031,38768
-37.883333 145.166667,Sunday,531,566995,533031,38768
-37.813997 144.963323,Sunday,1365,566732,533031,38768
-37.813997 144.963323,Monday,566,566732,533031,38768
-37.883333 145.166667,Monday,610,566995,533031,38768
-37.813997 144.963323,Monday,1373,566732,533031,38768
-37.883333 145.166667,Tuesday,731,566995,533031,38768
-37.813997 144.963323,Tuesday,1369,566732,533031,38768
-37.813997 144.963323,Wednesday,516,566732,533031,38768
-37.883333 145.166667,Wednesday,565,566995,533031,38768
-37.813997 144.963323,Thursday,301,566732,533035,38768
-37.813997 144.963323,Thursday,656,566732,533035,38768
-37.883333 145.166667,Thursday,683,566995,533035,38768
-37.883333 145.166667,Thursday,1373,566995,533035,38768
-37.833333 145.0,Thursday,1378,566469,533035,38768
-37.813997 144.963323,Thursday,1389,566732,533035,38768
-37.813997 144.963323,Friday,621,566732,533035,38768
-37.883333 145.166667,Friday,674,566995,533035,38768
-37.883333 145.166667,Friday,1296,566995,533035,38768
-43.533333 172.633333,Monday,528,567875,533035,38768
-43.533333 172.633333,Monday,540,567875,533035,38768
-43.533333 172.633333,Monday,540,567875,533035,38768
-37.813997 144.963323,Thursday,589,566732,533040,38768
-37.883333 145.166667,Thursday,642,566995,533040,38768
-37.883333 145.166667,Thursday,859,566995,533040,38768
-37.883333 145.166667,Friday,335,566995,533040,38768
-37.813997 144.963323,Friday,579,566732,533040,38768
-37.883333 145.166667,Saturday,986,566995,533040,38768
-37.883333 145.166667,Sunday,412,566995,533040,38768
-37.883333 145.166667,Sunday,542,566995,533040,38768
-37.813997 144.963323,Sunday,753,566732,533040,38768
-37.813997 144.963323,Sunday,812,566732,533040,38768
-37.783333 145.133333,Sunday,928,567118,533040,38768
-37.883333 145.166667,Sunday,1120,566995,533040,38768
-37.883333 145.166667,Monday,528,566995,533040,38768
